modelo,combustivel,cor,ano,km,valor
FIAT FIAT UNO WAY 1.0 2012,FLEX,PRATA,2012,166.719,"R$31.900,00"
NISSAN FRONTIER LE 25 X4 2012,DIESEL,PRATA,2012,0,"R$96.900,00"
FIAT 500 CULT 2012,FLEX,VERMELHO,2012,0,"R$39.900,00"
FIAT PALIO WEEKEND ADVENTURE 1.8 DUALOGIC 16V 2012,FLEX,CINZA,2012,113.000,"R$39.900,00"
HONDA FIT EX 1.5 16V FLEX AUT. 2012,FLEX,CINZA,2012,146.000,"R$49.500,00"
HYUNDAI IX35 2.0 2012,GASOLINA,PRETO,2012,118.474,"R$69.900,00"
FIAT 500 CULT 1.4 MEC. EVO 8V (FLEX) IMP 2P 2012,FLEX,BRANCO,2012,37.588,"R$46.900,00"
PEUGEOT 408 ALLURE 2012,FLEX,BRANCO,2012,142.049,"R$36.900,00"
HYUNDAI I30 2.0 16V 145CV 5P MEC. 2012,GASOLINA,PRETO,2012,174.000,"R$44.900,00"
FIAT STRADA ADVENTURE CD 2012,FLEX,CINZA,2012,159.890,"R$56.900,00"
SSANGYONG KYRON M200 XDI 2012,DIESEL,PRETO,2012,107.921,"R$75.900,00"
FIAT PUNTO ATTRACTIVE 1.4 2012,FLEX,BRANCO,2012,151.509,"R$36.900,00"
JAC J6 2.0 DIAMOND 7S 2012,FLEX,BRANCO,2012,121.831,"R$34.900,00"
FIAT PUNTO ATTRACTIVE 1.4 FLEX MEC. 2012,FLEX,BRANCO,2012,176.522,"R$33.990,00"
CHEVROLET AGILE LT 2012,FLEX,PRATA,2012,196,"R$32.990,00"
FIAT UNO SPORTING 1.4 2012,FLEX,AMARELO,2012,138.676,"R$38.990,00"
HYUNDAI VELOSTER 2012,GASOLINA,PRATA,2012,104.544,"R$59.990,00"
KIA SOUL EX 1.6 FF AT 2012,FLEX,PRETO,2012,169.240,"R$46.990,00"
CHEVROLET CRUZE LT NB 2012,FLEX,VERMELHO,2012,105.417,"R$54.990,00"
NISSAN FRONTIER XE 2.5 4X2 2012,DIESEL,CINZA,2012,140.755,"R$88.990,00"
FIAT STRADA FIRE FLEX 2012,FLEX,FANTASIA ,2012,300,R$Consulte
FIAT UNO VIVACE 1.0 2012,FLEX,BRANCO,2012,0,"R$32.990,00"
TOYOTA HILUX CD 4X4 SRV 2012,FLEX,BRANCO,2012,83.872,"R$129.990,00"
CHEVROLET CELTA 1.0 LT 8V FLEX 4P MANUAL 2012,FLEX,PRETO,2012,0,"R$26.990,00"
FORD RANGER XLT 13P 2012,DIESEL,PRATA,2012,205.000,"R$81.900,00"
HYUNDAI ELANTRA GLS 2012,FLEX,PRATA,2012,140.429,"R$59.900,00"
MITSUBISHI PAJERO TR4 2.0 FLEX 16V 4X2 AUT. 2012,FLEX,CINZA,2012,100.319,"R$52.900,00"
VOLKSWAGEN VOYAGE 1.0 2012,FLEX,PRATA,2012,215.534,"R$31.900,00"
CITROEN C4 20GLX A 5P F 2012,FLEX,PRATA,2012,72.286,"R$38.900,00"
CHEVROLET CELTA 1.0 4P 2012,FLEX,PRETO,2012,166.662,"R$29.900,00"
FIAT SIENA EL (N. SERIE) (CELEBRATION 3) 1.0 8V FLEX 4P 2012,FLEX,PRATA,2012,152.332,R$Consulte
CITROEN C3 EXCLUSIVE 1.6 16V AUT 2012,FLEX,PRATA,2012,141.459,"R$33.900,00"
CHEVROLET CRUZE 1.8 LT 16V FLEX 4P MANUAL 2012,FLEX,BEGE,2012,129.000,"R$48.900,00"
TOYOTA HILUX CD 4X4 SRV 2012,DIESEL,BRANCO,2012,216.746,"R$142.900,00"
VOLKSWAGEN JETTA 2.0 2012,FLEX,BRANCO,2012,95.294,"R$63.900,00"
NISSAN MARCH 1.0 16V FLEX FUEL 5P 2012,FLEX,PRETO,2012,172.600,"R$32.900,00"
VOLKSWAGEN GOL 1.0 2012,FLEX,PRATA,2012,198.000,"R$31.990,00"
NISSAN FRONTIER LE CD 4X4-MT 2.5 TB-IC 4P 2012,DIESEL,PRATA,2012,181.000,"R$109.990,00"
MITSUBISHI L-200 OUTDOOR HPE 2.5 4X4 CD T. DIESEL MEC. 2012,DIESEL,VERMELHO,2012,214.000,"R$89.990,00"
HYUNDAI IX35 2.0 MPFI GLS GAS AUT 2012,GASOLINA,PRETO,2012,209.000,"R$64.990,00"
NISSAN FRONTIER LE ATTACK CD 4X4 2.5 TB AUT 2012,DIESEL,BRANCO,2012,164.000,"R$109.990,00"
CHEVROLET CRUZE LT 1.8 ECOTEC 16V FLEXMANUAL 2012,FLEX,CINZA,2012,130.000,"R$53.990,00"
SSANGYONG KYRON K200 4X4 2.0 16V XDI-AT 4P 2012,DIESEL,PRETO,2012,131.000,"R$65.990,00"
FIAT DOBLO CARGO 1.8 8V 5P (FLEX) 2012,FLEX,BRANCO,2012,178.000,"R$45.990,00"
HYUNDAI SANTA FE 3.5 V6 4X4 AUT 2012,GASOLINA,PRETO,2012,170.000,"R$57.990,00"
NISSAN SENTRA 20 FLEX 2012,FLEX,PRATA,2012,127.000,"R$39.990,00"
VOLKSWAGEN TIGUAN 2.0 TSI 16V 200CV TIPTRONIC 5P 2012,GASOLINA,PRETO,2012,133.000,"R$65.990,00"
CHEVROLET MONTANA LS (N. SERIE) 1.4 8V 4P 2012,FLEX,PRATA,2012,160.000,"R$39.990,00"
FIAT UNO MILLE ELETRONIC 1.0 4P 2012,FLEX,PRATA,2012,160.000,"R$29.990,00"
HYUNDAI ELANTRA GLS 2012,GASOLINA,BRANCO,2012,193.434,"R$59.900,00"
CHEVROLET CRUZE 1.8 LT 16V FLEX 4P AUTOMÁTICO 2012,FLEX,BRANCO,2012,185.537,"R$55.900,00"
MITSUBISHI PAJERO DAKAR 4X4 AUTOMATICO 7 LUGARES DIESEL 2012,DIESEL,CINZA,2012,154.938,"R$121.900,00"
HYUNDAI IX35 2.0 16V FLEX 4P AUTOMATICO 2012,FLEX,BRANCO,2012,127.400,"R$65.900,00"
VOLVO XC60 2.0 T5 COMF 2012,GASOLINA,PRETO,2012,193.899,"R$59.900,00"
FIAT 500 CULT DUAL 2012,FLEX,BRANCO,2012,96.295,"R$44.900,00"
FORD RANGER LTD 13P 2012,DIESEL,PRATA,2012,227.542,"R$80.900,00"
MERCEDES-BENZ C180 CGI 2012,GASOLINA,BRANCO,2012,181.582,"R$73.900,00"
FIAT 500 CULT 2012,FLEX,VERMELHO,2012,145.745,"R$41.900,00"
FORD FIESTA SEDAN 1.6 8V FLEX 4P 2012,FLEX,PRATA,2012,168.482,"R$31.900,00"
HONDA CITY SEDAN LX-AT 1.5 16V FLEX 4P 2012,FLEX,CINZA,2012,172.872,"R$54.900,00"
CHEVROLET MERIVA PREMIUM EASYTRONIC 1.8 MPFI 8V FLEXPOWER SEMI-AUT. 2012,FLEX,PRATA,2012,193.621,"R$34.900,00"
FIAT 500 CULT 1.4 MEC. EVO 8V (FLEX) IMP 2P 2012,FLEX,VERMELHO,2012,77.802,"R$43.990,00"
MINI COOPER 1.6 16V 2P 2012,GASOLINA,VERMELHO,2012,107.433,"R$66.990,00"
CHEVROLET ZAFIRA ELEGANCE 2012,FLEX,PRATA,2012,221.610,"R$39.900,00"
VOLKSWAGEN POLO SEDAN 2.0 8V (COMFORTLINE) 4P 2012,FLEX,PRATA,2012,118.250,"R$43.900,00"
HONDA CRV 2.0 EXL 4X4 16V GASOLINA 4P AUTOMÁTICO 2012,GASOLINA,BRANCO,2012,182.000,"R$82.990,00"
RENAULT LOGAN EXPRESSION 1.6 8V AUT 4P 2012,FLEX,PRATA,2012,209.492,"R$31.990,00"
CITROEN C3 GLX 1.4 FLEX 2012,FLEX,VERMELHO,2012,107.540,"R$26.990,00"
NISSAN LIVINA GRAND S 1.8 16V MEC. 2012,FLEX,PRETO,2012,169.000,"R$40.999,00"
FIAT STRADA FIRE(C.SIM) 1.4 8V (FLEX) 2P 2012,FLEX,BRANCO,2012,0,"R$39.000,00"
VOLVO S60 T-6 3.0 304CV AWD 4P 2012,GASOLINA,AZUL,2012,107.065,"R$69.900,00"
HONDA FIT LX FLEX 2012,FLEX,PRATA,2012,95.000,"R$39.900,00"
VOLKSWAGEN SPACEFOX 1.6 8V TREND TOTALFLEX 4P 2012,FLEX,PRATA,2012,182.500,"R$39.990,00"
AUDI A4 2.0 AVANT TFSI 183/180CV 2012,GASOLINA,CINZA,2012,111.116,"R$70.990,00"
HYUNDAI I30 2.0 2012,GASOLINA,PRATA,2012,77.489,"R$39.990,00"
SMART FORTWO PASSION COUPE 1.0 62KW 2012,GASOLINA,PRATA,2012,131.554,"R$59.990,00"
FIAT PUNTO T-JET 1.4 16V TURBO 5P 2012,GASOLINA,AMARELO,2012,168.400,"R$45.990,00"
FIAT STRADA ADVENTURE CD 2012,FLEX,VERMELHO,2012,181.174,"R$53.900,00"
TOYOTA HILUX CD 4X4 2012,DIESEL,BRANCO,2012,209.110,"R$110.900,00"
HONDA CRV 2.0 EXL 4X4 16V GASOLINA 4P AUTOMÁTICO 2012,FLEX,PRETO,2012,223.727,"R$75.700,00"
VOLKSWAGEN NOVA SAVEIRO CE CROSS 2012,FLEX,PRETO,2012,208.680,"R$51.990,00"
CHEVROLET CRUZE 1.8 LT 16V FLEX 4P AUTOMÁTICO 2012,GASOLINA,CINZA,2012,191.826,"R$49.990,00"
CHEVROLET CELTA 1.0 4P 2012,FLEX,BRANCO,2012,185.632,"R$24.990,00"
FIAT IDEA ATTRACTIVE 1.4 2012,FLEX,PRETO,2012,160.793,"R$32.990,00"
FIAT 500 CULT 2012,FLEX,BRANCO,2012,188.065,"R$37.990,00"
FIAT STRADA ADVENT FLEX 2012,FLEX,PRATA,2012,171.955,"R$46.990,00"
TOYOTA COROLLA 2.0 XEI 16V FLEX 4P AUTOMÁTICO 2012,GASOLINA,BRANCO,2012,179.000,"R$64.900,00"
CHEVROLET CORSA 1.4 MPFI PREMIUM SEDAN 8V FLEX 4P MANUAL 2012,GASOLINA,PRATA,2012,123.000,"R$28.900,00"
FORD ECOSPORT 1.6 FREESTYLE 16V FLEX 4P MANUAL 2012,GASOLINA,BRANCO,2012,122.000,"R$44.900,00"
BMW X1 2.0 16V GASOLINA SDRIVE18I 4P AUTOMÁTICO 2012,GASOLINA,CINZA,2012,150.000,"R$59.990,00"
TOYOTA HILUX SW4 2.7 SR 4X2 16V FLEX 4P AUTOMÁTICO 2012,GASOLINA,PRETO,2012,217.000,"R$104.990,00"
VOLKSWAGEN TIGUAN 2.0 TSI 16V TURBO GASOLINA 4P TIPTRONIC 2012,GASOLINA,CINZA,2012,131.000,"R$63.900,00"
RENAULT FLUENCE 2012,FLEX,PRATA,2012,178.369,"R$48.990,00"
TOYOTA COROLLA ALTIS 2012,FLEX,CINZA,2012,155.706,"R$61.990,00"
FIAT BRAVO TURBO T-JET 2012,GASOLINA,BRANCO,2012,200.330,"R$46.990,00"
FORD RANGER XLT (C.EST).4X4 2.8 TB-IC 2012,DIESEL,PRATA,2012,152.145,"R$87.990,00"
VOLKSWAGEN AMAROK CD 4X4 HIGH 2012,DIESEL,PRETO,2012,180.000,"R$113.990,00"
VOLKSWAGEN GOL 1.0 GIV 2012,FLEX,PRETO,2012,125.700,"R$31.990,00"
MERCEDES-BENZ C 180 CGI 2012,GASOLINA,PRATA,2012,97.869,"R$73.990,00"
FIAT 500 CULT DUAL 2012,FLEX,VERMELHO,2012,130.000,"R$43.990,00"
HONDA CR-V LX 2012,GASOLINA,PRATA,2012,152.551,"R$74.990,00"
MITSUBISHI ASX 2.0 2012,GASOLINA,BRANCO,2012,191.121,"R$62.990,00"
NISSAN FRONTIER 2.5 SE 4X2 CD TURBO ELETRONIC DIESEL 4P MANUAL 2012,DIESEL,PRETO,2012,195.634,"R$89.900,00"
FIAT UNO EVO VIVACE 1.0 8V FLEX 4P 2012,FLEX,VERMELHO,2012,109.082,"R$29.980,00"
NISSAN FRONTIER SE ATTACK CD 4X2 2.5 TB DIESEL 2012,DIESEL,PRETO,2012,195.634,"R$89.900,00"
VOLKSWAGEN AMAROK CD 4X4 TREND 2012,DIESEL,PRATA,2012,250.200,"R$99.990,00"
MITSUBISHI PAJERO TR4 FL 2WD HP 2012,FLEX,PRETO,2012,159.000,"R$54.990,00"
CHEVROLET CLASSIC LS 1.0 2012,FLEX,PRETO,2012,159.935,"R$24.990,00"
FIAT UNO WAY 1.0 2012,FLEX,VERMELHO,2012,151.210,"R$27.990,00"
PEUGEOT 3008 1.6 GRIFFE THP 16V GASOLINA 4P AUT 2012,GASOLINA,PRATA,2012,155.465,"R$44.990,00"
HYUNDAI HYUNDAI I30 2.0 2012,FLEX,PRATA,2012,207.449,"R$44.990,00"
AUDI A1 1.4 TFSI ATTRACTION 16V 122CV GASOLINA 2P AUTOMÁTICO 2012,GASOLINA,BRANCO,2012,105.298,"R$59.990,00"
JEEP WRANGLER 3.6 UNLIMITED SPORT 4X4 V6 GASOLINA 4P AUTOMÁTICO 2012,GASOLINA,BEGE,2012,155.207,"R$195.900,00"
MITSUBISHI Pajero Tr4 FL 2WD HP 2012,FLEX,BRANCO,2012,133.221,"R$55.990,00"
FIAT Strada FIRE C.ESTENDIDA 1.4 FLEX 2012,FLEX,BRANCO,2012,138.961,"R$39.990,00"
LAND ROVER Range Rover VOGUE 5.0 V8 2012,GASOLINA,PRATA,2012,56.959,"R$152.990,00"
HYUNDAI I30 2.0 16V 145CV 5P AUT. 2012,GASOLINA,PRATA,2012,130.000,"R$46.900,00"
MITSUBISHI ASX 2.0 16V 160CV AT 2012,GASOLINA,PRATA,2012,96.000,"R$59.900,00"
VOLKSWAGEN CROSSFOX 1.6 GII 2012,FLEX,PRETO,2012,173.000,"R$39.900,00"
CHEVROLET CRUZE LT NB 2012,FLEX,PRETO,2012,172.902,"R$49.900,00"
CITROEN C3 AIRCROSS GLXA 2012,FLEX,PRATA,2012,117.990,"R$35.900,00"
NISSAN TIIDA 18SL FLEX 2012,FLEX,PRATA,2012,225.286,"R$31.990,00"
MINI COOPER S 2012,GASOLINA,AZUL,2012,141.065,"R$73.900,00"
KIA SORENTO EX 2 2.4 G25 2012,GASOLINA,PRATA,2012,261.647,"R$58.990,00"
HONDA CR-V LX 4X2 2012,GASOLINA,BRANCO,2012,163.080,"R$65.900,00"
PEUGEOT 207 PASSION XR 2012,FLEX,PRETO,2012,153.254,"R$23.990,00"
KIA CERATO SX3 1.6ATNB 2012,FLEX,CINZA,2012,263.000,"R$46.990,00"
MERCEDES-BENZ C200 AVANTGARDE CGI 2012,GASOLINA,BRANCO,2012,79.000,"R$79.990,00"
SUBARU FORESTER 2.0 LX 2012,GASOLINA,CINZA,2012,185.532,"R$54.990,00"
HONDA FIT EX FLEX 2012,FLEX,PRETO,2012,177.331,"R$44.900,00"
FIAT FREEMONT EMOTION 2012,GASOLINA,PRETO,2012,149.241,"R$52.900,00"
VOLKSWAGEN GOL G5 1.0 2012,FLEX,BRANCO,2012,158.473,"R$32.900,00"
RENAULT SANDERO SW1616VA 2012,FLEX,VINHO,2012,124.159,"R$37.900,00"
CHEVROLET CRUZE LT NB 2012,FLEX,BRANCO,2012,148.755,"R$57.900,00"
FORD RANGER LIMITED 3.0 4X4 TB ELETRONIC 2012,DIESEL,PRATA,2012,0,"R$74.900,00"
VOLKSWAGEN FOX 1.6 GII 2012,FLEX,BRANCO,2012,177.521,"R$36.900,00"
VOLKSWAGEN SAVEIRO 1.6 CE CROSS 2012,FLEX,BRANCO,2012,173.503,"R$65.990,00"
CHEVROLET CAMARO 6.2 2SS COUPE V8 GASOLINE 2P 2012,GASOLINA,PRETO,2012,69.000,"R$239.900,00"
MERCEDES-BENZ C 250 2.0 CGI SPORT TURBO 16V 2012,GASOLINA,PRATA,2012,180.000,"R$89.900,00"
VOLKSWAGEN PASSAT 2.0T 2012,GASOLINA,PRETO,2012,141.000,"R$63.890,00"
MINI ONE 1.6 MEC 2012,GASOLINA,PRETO,2012,123.000,"R$50.000,00"
PORSCHE PANAMERA 4S V8 400CV 2012,GASOLINA,BRANCO,2012,33.000,"R$360.000,00"
MERCEDES-BENZ C-180 CGI CLASSIC 1.8 16V 156CV AUT 2012 GASOLINA 2012,GASOLINA,CINZA,2012,151.000,"R$66.000,00"
FIAT 500 CULT 1.4 DUALOGIC EVO 8V (FLEX) IMP 2P 2012,FLEX,BRANCO,2012,120.000,"R$42.000,00"
PORSCHE CAYENNE S 4.8 V8 32V 2012,GASOLINA,BRANCO,2012,78.000,"R$195.500,00"
MERCEDES-BENZ C-180 CGI CLASSIC SPECIAL 1.8 16V 156CV AUT 2012,GASOLINA,PRETO,2012,173.500,"R$75.000,00"
MINI COOPER 1.6 16V 2P 2012,GASOLINA,BRANCO,2012,100.000,"R$60.500,00"
PORSCHE CAYENNE V6 3.6 4X4 300CV 2012,GASOLINA,PRETO,2012,116.000,"R$158.000,00"
VOLKSWAGEN PASSAT 2.0 TSI 2012,GASOLINA,PRATA,2012,137.000,"R$62.000,00"
CITROEN C4 PICASSO GLXA 5L 2012,GASOLINA,PRATA,2012,167.000,"R$35.000,00"
FORD ECOSPORT FSL1.6FLEX 2012,FLEX,VERMELHO,2012,164.000,"R$45.500,00"
MITSUBISHI PAJERO TR4 FL 2WD HP 2012,FLEX,PRATA,2012,131.444,"R$55.990,00"
NISSAN SENTRA 20S FLEX 2012,FLEX,BRANCO,2012,141.981,"R$45.990,00"
SSANGYONG KYRONM200XDI 2012,DIESEL,PRATA,2012,251.784,"R$57.990,00"
KIA KIA SOUL EX 1.6 FF MT 2012,FLEX,PRETO,2012,160.983,"R$43.990,00"
HYUNDAI SONATA GLS 2.4 2012,GASOLINA,PRATA,2012,138.846,"R$69.990,00"
MERCEDES-BENZ MERCEDES- BENZ C180 CLASSIC 1.8 CGI 2012,GASOLINA,BRANCO,2012,150.420,"R$79.990,00"
HYUNDAI SANTA FÃ 3.5 2012,GASOLINA,PRETO,2012,114.065,"R$66.990,00"
RENAULT MEGANE GRAND TOUR DYNAMIC 2012,FLEX,PRATA,2012,240.926,"R$38.990,00"
HYUNDAI I30 2012,GASOLINA,PRATA,2012,100,R$Consulte
HYUNDAI SONATA GLS 2012,GASOLINA,PRATA,2012,100,"R$69.990,00"
CITROEN AIRCROSS 1.6 GLX 16V FLEX 4P MANUAL 2012,FLEX,MARROM,2012,130.000,"R$33.900,00"
MITSUBISHI PAJERO TR4 FLEX HP 2012,FLEX,BRANCO,2012,160.372,"R$59.900,00"
HYUNDAI I30 2.0 2012,GASOLINA,PRETO,2012,0,"R$44.900,00"
CITROEN C4 PICASSO GLX 2.0 16V 2012,GASOLINA,PRATA,2012,130.000,"R$39.900,00"
FORD FIESTA 1.6 FLEX 2012,FLEX,PRETO,2012,0,"R$28.900,00"
MERCEDES-BENZ C 180 1.8 CGI CLASSIC 16V TURBO GASOLINA 4P AUTOMÁTICO 2012,GASOLINA,PRATA,2012,145.380,"R$77.900,00"
FIAT 500 1.4 CULT 8V FLEX 2P MANUAL 2012,GASOLINA,CINZA,2012,164.700,"R$41.900,00"
VOLKSWAGEN SPACEFOX 1.6 MI TREND 8V FLEX 4P MANUAL 2012,GASOLINA,BRANCO,2012,144.000,"R$42.990,00"
VOLKSWAGEN AMAROK 2.0 HIGHLINE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO 2012,DIESEL,PRETO,2012,158.000,"R$109.990,00"
HYUNDAI IX35 2.0 MPI 4X2 16V FLEX 4P MANUAL 2012,GASOLINA,PRATA,2012,130.000,"R$67.990,00"
VOLVO XC60 2.0 T5 COMF 2012,GASOLINA,MARROM,2012,145.000,"R$79.900,00"
FIAT UNO VIVACE 1.0 2012,FLEX,CINZA,2012,138.750,"R$34.900,00"
MITSUBISHI MMC ASX 2.0 2012,GASOLINA,VERMELHO,2012,94.094,"R$68.900,00"
KIA SOUL EX 1.6 2012,FLEX,CINZA,2012,224.905,"R$44.900,00"
RENAULT SANDERO EXP 16 2012,FLEX,PRATA,2012,178.801,"R$36.900,00"
JAC J3 2012,GASOLINA,PRETO,2012,165.000,"R$28.900,00"
RENAULT SANDERO EXP 1.0 16V 2012,FLEX,PRATA,2012,209.174,"R$31.900,00"
CITROEN C3 AIRCROSS GLXA 2012,FLEX,PRETO,2012,0,"R$39.900,00"
FIAT UNO VIVACE 1.0 2012,FLEX,BRANCO,2012,158.440,"R$34.900,00"
FORD Focus 2012,FLEX,PRATA,2012,238.249,"R$36.990,00"
FIAT Uno 2012,FLEX,CINZA,2012,188.286,"R$29.990,00"
PEUGEOT 207 2012,FLEX,VERMELHO,2012,122.380,"R$26.990,00"
RENAULT SYMBOL EX1616V 2011,FLEX,PRETO,2011,159.788,"R$25.990,00"
MITSUBISHI PAJERO DAKAR HPE 4X4 DIESEL 7 LUGARES 2011,DIESEL,PRETO,2011,278.000,"R$108.900,00"
HONDA CR-V LX 4X2 2.0 16V 2011,GASOLINA,CINZA,2011,234.980,"R$53.900,00"
FORD RANGER XL CS 2011,DIESEL,PRATA,2011,132.934,"R$75.900,00"
HYUNDAI IX35 2.0 16V FLEX 4P AUTOMATICO 2011,FLEX,PRATA,2011,144.636,"R$59.900,00"
VOLKSWAGEN SAVEIRO 1.6 CE CROSS 2011,FLEX,PRATA,2011,133.622,"R$52.900,00"
BMW 523I 2011,GASOLINA,PRETO,2011,179.366,"R$85.900,00"
KIA CERATO 1.6 SX3 16V GASOLINA 4P MANUAL 2011,GASOLINA,VERMELHO,2011,119.102,"R$45.900,00"
BMW 535I 3.0 24V 4P 306 CV BI TURBO 2011,GASOLINA,BRANCO,2011,101.800,"R$120.900,00"
CHEVROLET CLASSIC LS 2011,FLEX,AZUL,2011,93.108,"R$23.900,00"
NISSAN TIIDA 18SL FLEX 2011,FLEX,PRETO,2011,155.000,"R$29.900,00"
TOYOTA HILUX 2.8 SRV 4X4 CD 16V 2011,DIESEL,PRATA,2011,274.851,"R$130.900,00"
SUBARU IMPREZA 2.0 4P 2011,GASOLINA,BRANCO,2011,159.535,"R$44.900,00"
TOYOTA HILUX CD 4X4 SRV 2011,DIESEL,PRATA,2011,193.682,"R$144.900,00"
VOLKSWAGEN GOL 1.6 POWER 8V FLEX 4P MANUAL 2011,FLEX,PRETO,2011,164.872,"R$37.900,00"
CHEVROLET S10 EXECUTIVE 4X2 2.8 CD 2011,DIESEL,AZUL,2011,193.945,"R$82.990,00"
HONDA FIT LX 1.4 16V FLEX AUT. 2011,FLEX,CINZA,2011,126.597,"R$44.999,00"
VOLKSWAGEN GOL (NOVO) 1.0 MI TOTAL FLEX 8V 4P 2011,FLEX,PRETO,2011,147.375,"R$33.990,00"
VOLKSWAGEN FOX 1.0 8V (G2) (TREND) 4P 2011,FLEX,PRATA,2011,93.853,"R$32.990,00"
FIAT STRADA TREKKING(C.SIM) 1.4 8V (FLEX) 2P 2011,FLEX,CINZA,2011,192.000,"R$39.990,00"
HYUNDAI I30 2.0 16V 145CV 5P AUT. 2011,GASOLINA,PRETO,2011,192.941,"R$42.990,00"
CITROEN PICASSO LL16GLXF 2011,FLEX,PRATA,2011,262.000,"R$25.990,00"
FIAT STRADA ADVENTURE CD 2011,FLEX,VERDE,2011,140.000,"R$49.990,00"
VOLKSWAGEN VOYAGE 1.0 2011,FLEX,CINZA,2011,163.397,"R$29.990,00"
FORD RANGER XLT 2011,DIESEL,PRETO,2011,198.285,"R$74.990,00"
CITROEN C4 GLX 2.0 16V FLEX AUT. 2011,FLEX,PRATA,2011,0,"R$29.990,00"
RENAULT SANDERO 1.0 12V SCE FLEX AUTHENTIQUE MANUAL 2011,FLEX,PRETO,2011,0,"R$24.990,00"
VOLKSWAGEN GOL 1.0 2011,FLEX,PRATA,2011,0,"R$26.990,00"
FIAT FIAT UNO VIVACE 1.0 2011,FLEX,CINZA,2011,0,R$Consulte
VOLKSWAGEN SAVEIRO 1.6 CE 2011,FLEX,PRETO,2011,0,"R$39.990,00"
CITROEN C3 GLX 1.4 FLEX 2011,FLEX,PRATA,2011,111.198,"R$27.900,00"
RENAULT SANDERO AUT 1.0 16V 2011,FLEX,AZUL,2011,207.597,"R$25.900,00"
FIAT SIENA FIRE FLEX 2011,FLEX,VERMELHO,2011,131.079,"R$26.900,00"
VOLKSWAGEN AMAROK 2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL 2011,DIESEL,BRANCO,2011,179.000,"R$78.900,00"
FIAT STRADA 1.8 MPI ADVENTURE CD 16V FLEX 2P MANUAL 2011,FLEX,VERMELHO,2011,0,R$Consulte
PEUGEOT 207HB XLINE 2011,FLEX,VERMELHO,2011,258.902,"R$21.900,00"
RENAULT SANDERO STEPWAY 1.6 16V HI-FLEX 4P 2011,FLEX,PRETO,2011,179.000,"R$37.990,00"
VOLKSWAGEN SAVEIRO 1.6 CE 2011,FLEX,BRANCO,2011,98.000,"R$45.990,00"
PEUGEOT 207 HATCH XS-A 1.6 16V 4P 2011,FLEX,PRETO,2011,171.000,"R$27.990,00"
FIAT DOBLO ELX 1.4 2011,FLEX,BRANCO,2011,185.000,"R$41.990,00"
MINI COOPER S 5P 2011,GASOLINA,VERMELHO,2011,119.000,"R$79.990,00"
VOLKSWAGEN PASSAT 2.0T 2011,GASOLINA,PRATA,2011,140.000,"R$79.990,00"
HONDA CITY DX 1.5 16V FLEX AUT 2011,FLEX,CINZA,2011,157.000,"R$52.990,00"
NISSAN FRONTIER LE CD 4X4-AT 2.5 TB-IC 4P 2011,DIESEL,PRETO,2011,196.000,"R$95.990,00"
VOLKSWAGEN VOYAGE 1.0 2011,FLEX,BRANCO,2011,162.000,"R$32.990,00"
CITROEN C3 GLX 14 FLEX 2011,FLEX,PRATA,2011,179.000,"R$29.990,00"
VOLKSWAGEN GOLF 1.6 SPORTLINE 2011,FLEX,PRETO,2011,223.000,"R$53.990,00"
BMW 535I 3.0 24V 4P 306 CV BI TURBO 2011,GASOLINA,AZUL,2011,116.000,"R$115.990,00"
FIAT SIENA EL FLEX 2011,FLEX,BEGE,2011,2,"R$29.900,00"
HONDA CR-V LX 2011,GASOLINA,CINZA,2011,196.053,"R$45.900,00"
PEUGEOT 408 ALLURE 2011,FLEX,CINZA,2011,0,"R$35.900,00"
PEUGEOT 207 HB XR 1.4 FLEX 3P 2011,FLEX,PRETO,2011,155.105,"R$26.900,00"
KIA SPORTAGE LX3 2.0 2011,GASOLINA,PRETO,2011,128.328,"R$59.900,00"
FIAT UNO WAY 1.4 8V (FLEX) 4P 2011,FLEX,CINZA,2011,228.000,"R$34.900,00"
RENAULT SANDERO 1.6 EXPRESSION 2011,FLEX,VERMELHO,2011,176.800,"R$33.990,00"
VOLKSWAGEN NOVA SAVEIRO CE 2011,FLEX,VERMELHO,2011,136.000,"R$40.990,00"
RENAULT CLIO CAMPUS 1.0 16V 5P FLEX 2011,FLEX,PRETO,2011,181.000,"R$26.990,00"
VOLKSWAGEN GOL 1.0 2011,FLEX,VERMELHO,2011,185.000,"R$30.990,00"
VOLVO XC60 2.0 T5 DYNA 2011,GASOLINA,PRETO,2011,85.006,"R$64.990,00"
VOLKSWAGEN FOX 1.6 GII 2011,FLEX,BRANCO,2011,163.446,"R$34.990,00"
HONDA CIVIC LXL FLEX 2011,FLEX,PRETO,2011,133.000,"R$49.990,00"
HYUNDAI TUCSON GLS 2.0 2011,GASOLINA,PRETO,2011,176.333,"R$36.900,00"
FORD FUSION 2.5 2011,GASOLINA,PRETO,2011,129.000,"R$41.990,00"
BMW 320I PG51 2011,GASOLINA,BRANCO,2011,208.300,"R$59.990,00"
VOLKSWAGEN PASSAT CC 3.6 FSI 2011,GASOLINA,PRATA,2011,214.060,"R$65.990,00"
VOLVO XC 60 2.0 T5 DYNA 2011,GASOLINA,PRATA,2011,165.300,"R$59.990,00"
